# id;name;latitude;longitude;routes
3375646;Rua Bel‚m, 105;-19.94251186;-44.09843353;450,450B
3375647;Rua Bel‚m, 105;-19.94241213;-44.09835412;450,450B
3375649;Rua Ita£, 786;-19.94576649;-44.09854805;450,450B
3375650;Rua Ita£, 786;-19.94590962;-44.09838303;450,450B
3375651;Rua Ita£, 540;-19.94389098;-44.09963206;450,450B
3375652;Rua Mannesman, 65;-19.94588572;-44.10082055;450,450B
3375653;Rua Mannesman, 95;-19.94628290;-44.10051470;450,450B
3375654;Rua Dezesseis de Outubro, 166;-19.94836583;-44.09966877;450,450B
3375655;Rua Dezesseis de Outubro, 188;-19.94857440;-44.09991665;450,450B
3375656;Rua Vinte e Quatro de Junho, 457;-19.94822962;-44.10427328;450,450B
3375657;Rua Judith Tertuliano, 279;-19.94977331;-44.10327739;450,450B
3375658;Rua GastÆo Francisco, 395;-19.94984513;-44.10323039;450,450B
3375659;Rua GastÆo Francisco, 215;-19.95146769;-44.10343935;450,450B
3375660;Rua GastÆo Francisco, 181;-19.95169599;-44.10338827;450,450B
3375661;Rua Araticum, 3;-19.95155468;-44.10615882;450,450B
3375662;Rua Araticum, 145b;-19.95147080;-44.10608989;450,450B
3375663;Rua Guilherme Moreira de Souza, 45;-19.95147395;-44.10779047;450,450B
3375664;Rua Guilherme Moreira de Souza, 52;-19.95153317;-44.10763377;450,450B
3375665;Rua Crist lia, 235;-19.95126390;-44.10819470;450,450B
3375666;Rua Crist lia, 105;-19.94929757;-44.10959364;450,450B,54A,54B
3375668;Rua Laranjeiras, 379;-19.93513356;-44.18608355;210A
3375669;Rua Chuva-de-Ouro, 210;-19.93494209;-44.18629006;210A
3375670;Rua Laranjeiras, 148;-19.93354027;-44.18697638;210A
3375671;Rua Laranjeiras, 148;-19.93359926;-44.18703134;210A
3375672;Rua Miguel Cardoso, 676;-19.93329688;-44.19945119;270
3375673;Rua Miguel Cardoso, 656;-19.93349673;-44.19925469;270
3375674;Avenida R‚is Corrˆa, 40;-19.93422389;-44.19758486;270
3375675;Avenida R‚is Corrˆa, 40;-19.93433800;-44.19756213;270
3375676;Rua Pernambuco, 42;-19.93908800;-44.19593954;210A,210B,30,40
3375679;Rua Dores do Indai , 289;-19.92973324;-44.19023030;210A,210B,30
3375680;Rua Dores do Indai , 270;-19.92980381;-44.19020385;210A,210B,30
3375681;Rua Diamantina, 177a;-19.93108824;-44.18940996;210A,210B,30
3375682;Rua Patroc¡nio, 249;-19.93133470;-44.18929588;210A,210B,30
3375683;Rua Nossa Senhora das Gra‡as, 1953;-19.93190638;-44.18720906;131,210A
3375684;Rua Nossa Senhora das Gra‡as, 1867;-19.93230736;-44.18797107;131
3375685;Rua Diamantina, 43;-19.93211045;-44.18861680;210A,210B
3375688;Rua Viriato Borges J£nior, 364;-19.95034716;-44.19500029;210A,313,40,830C
3375691;Rua Ant“nio Quirino da Silva, 43;-19.95334296;-44.19697319;210A,30
3375692;Rua Viriato Borges J£nior, 35;-19.95325100;-44.19610454;210A,313,40,830C
3375695;Rua Jos‚ Osvaldo Silva, 891;-19.94172014;-44.18779727;160A,160B
3375696;Rua Jos‚ In cio Filho, 660;-19.94447652;-44.19737543;30,830C
3375697;Rua Jos‚ In cio Filho, 373;-19.94670747;-44.19622789;30,830C
3375699;Rua Ant“nio Quirino da Silva, 1182;-19.94592924;-44.19032319;210A
3375700;Rua Argentina, 245;-19.94431752;-44.18940077;210A
3375701;Rua Manoel Pires, 275;-19.94034731;-44.20389927;261
3375702;Rua Manoel Pires, 328;-19.94031968;-44.20401849;261
3375703;Rua Manoel Pires, 458;-19.94082991;-44.20556707;261
3375704;Rua Manoel Pires, 219;-19.94104994;-44.20576012;261
3375705;Rua Ces rio Parreira, 541;-19.94321222;-44.20497364;261
3375706;Rua Ces rio Parreira, 558;-19.94329486;-44.20485853;261
3375707;Rua Ces rio Parreira, 293;-19.94584858;-44.20485690;261
3375708;Rua Ces rio Parreira, 293;-19.94579595;-44.20492119;261
3375709;Rua Ces rio Parreira, 60;-19.94779859;-44.20586664;261
3375713;Rua Olga Assun‡Æo, 272;-19.94578827;-44.20056679;260A,260B
3375714;Rua Olga Assun‡Æo, 165;-19.94705936;-44.20043972;260A,260B,270
3375717;Rua Marac , 100a;-19.94845252;-44.20150036;260A,260B
3375718;Rua Marac , 605;-19.94939292;-44.20529503;261
3375719;Rua Marac , 605;-19.94937026;-44.20520774;261
3375720;Rua Dezesseis, 271;-19.92446219;-44.18422188;131
3375721;Avenida Airton Senna, 521;-19.92485696;-44.18597227;131
3375722;Avenida Airton Senna, 215;-19.92626206;-44.18360740;131
3375723;Avenida Airton Senna, 248;-19.92636965;-44.18371270;131
3375724;Avenida Dois, 13;-19.92780635;-44.18203727;131,210B,30
3375725;Avenida Chic¢ Mendes, 249;-19.92933794;-44.20577543;20,260A,261,270
3375726;Rua Castanheira, 181;-19.92833491;-44.20341972;260A,270
3375727;Rua Castanheira, 135;-19.92867486;-44.20303664;260A,270
3375728;Rua dos Ipˆs, 420;-19.93013948;-44.20243710;260A,270
3375729;Rua dos Ipˆs, 415;-19.93012947;-44.20251601;260A,270
3375730;Avenida Sabar , 45A;-19.93192964;-44.20594574;20,261
3375731;Avenida Sabar , 1360;-19.93180501;-44.20590665;20,261
3375735;Rua das Palmeiras, 260;-19.94888482;-44.20126806;270
3375737;Rua Rafael Veneroso, 585;-19.95224768;-44.20275578;260A,260B,261
3375738;Rua Rafael Veneroso, 535;-19.95206590;-44.20287474;260A,260B,261
3375739;Rua Santo Agostinho, 185;-19.95242302;-44.20226544;260A,260B
3375740;Rua Santo Agostinho, 70;-19.95211662;-44.20130308;20,260A,260B,270
3375741;Rua Santo Agostinho, 61;-19.95214356;-44.20101695;260A
3375742;Rua Capela Nova, 395;-19.95973521;-44.16920842;54B
3375743;Rua Capela Nova, 388;-19.96000153;-44.16906136;54B
3375744;Rua Capela Nova, 205;-19.96166006;-44.16856159;54B
3375745;Rua Capela Nova, 185;-19.96173815;-44.16862896;54B
3375746;Rua dos Anjos, 3;-19.96156548;-44.17518803;54B
3375747;Avenida Ant“nio Rodrigues Campos, 307;-19.94215796;-44.18335581;315A
3375748;Avenida Ant“nio Rodrigues Campos, 307;-19.94207203;-44.18311607;315A,315B
3375749;Avenida Ant“nio Rodrigues Campos, 25;-19.94069339;-44.18109854;315A
3375750;Rua Nova Era, 230;-19.94071992;-44.18081703;315A
3375751;Rua Paulo Marcson Resende, 391;-19.94240487;-44.18034242;315A
3375752;Rua Teresa Maria da Veiga, 146;-19.94374900;-44.18485900;34,415,450
3375753;Rua Vinte e Cinco, 845;-19.93180891;-44.16515500;314A,314B
3375756;Rua Crista-de-Galo, 510;-19.93220265;-44.16548013;314A,314B
3375761;Rua Domingos Jos‚ Diniz Costa, 525;-19.95808255;-44.15543115;34,54B
3375762;Avenida Dom B“sco, 175;-19.95858098;-44.15732675;131,34,54B
3375763;Rua Pitangueiras, 230b;-19.95865122;-44.15871492;54A
3375764;Rua Pitangueiras, 379;-19.95742503;-44.15915251;54A
3375766;Avenida Adutora V rzea das Flores, 431;-19.94179574;-44.14768457;313,PE67
3375767;Rua Beirute, 269;-19.93939563;-44.14710112;313,415
3375769;Rua Beirute, 429;-19.93942854;-44.14778516;313,415
3375770;Rua Beirute, 555;-19.94008352;-44.14964637;313,415
3375771;Rua Beirute, 554;-19.94018578;-44.15032012;313,415
3375772;Rua Beirute, 829;-19.94039566;-44.15166143;313,415
3375773;Rua Beirute, 920;-19.94016942;-44.15363567;313,415
3375774;Rua Beirute, 921;-19.94024782;-44.15365975;313,415
3375775;Rua Copenhague, 17;-19.93861974;-44.15276174;313
3375776;Rua Copenhague, 17;-19.93868596;-44.15271010;313
3375777;Rua Assun‡Æo, 217;-19.93755735;-44.15366848;313
3375778;Rua Assun‡Æo, 217;-19.93748783;-44.15356137;313
3375779;Rua de Bras¡lia, 241;-19.93601696;-44.15425800;313
3375780;Rua de Bras¡lia, 141;-19.93604467;-44.15436247;313
3375781;Rua de Bras¡lia, 122;-19.93452899;-44.15341982;313
3375782;Rua de Londres, 32;-19.93369650;-44.15404537;313
3375783;Rua de Londres, 19;-19.93368429;-44.15391220;313
3375784;Rua SÆo Paulo, 105;-19.94853790;-44.18263870;315B,50,830A
3375785;Rua SÆo Paulo, 305;-19.94992754;-44.18404772;315B,50,830A
3375786;Rua Goi s, 392;-19.94952279;-44.18522540;315B,830B
3375787;Rua Goi s, 381;-19.94956115;-44.18529763;315B,830A
3375788;Rua Goi s, 542;-19.94914420;-44.18658540;315B,830A
3375789;Rua Goi s, 542;-19.94906808;-44.18650535;315B,830B
3375790;Rua Antonio Bleme Filho, 42;-19.94918196;-44.18832559;315B,830B
3375791;Rua Antonio Bleme Filho, 153;-19.94930585;-44.18825148;315B,830A
3375792;Rua Salvador Gon‡alves Diniz, 115;-19.94835737;-44.18964858;50
3375794;Rua Rio de Janeiro, 771;-19.95192814;-44.18747291;315B,50,830B
3375795;Rua Rio de Janeiro, 911;-19.95185542;-44.18876834;315B,50,830B
3375796;Rua Potyra, 699;-19.86193773;-44.15896987;315B
3375797;Avenida Sycaba, 551;-19.86126387;-44.15981607;315B
3375798;Avenida Sycaba, 510;-19.86134592;-44.15967758;315B
3375799;Avenida Sycaba, 215;-19.86094189;-44.16046291;315B
3375800;Avenida Sycaba, 21;-19.85938171;-44.16114220;315B
3375801;Avenida Sycaba, 50;-19.85938160;-44.16124673;315B
3375802;Avenida Cuara, 835;-19.85935718;-44.16237168;315B
3375803;Avenida Cuara, 835;-19.85935532;-44.16228480;315B
3375804;Avenida Cuara, 537;-19.86134289;-44.16354592;315B
3375805;Avenida Cuara, 540;-19.86142656;-44.16342160;315B
3375806;Rua Maraitinga, 150;-19.86158147;-44.16513202;315B
3375807;Rua Maraitinga, 180;-19.86169004;-44.16534759;315B
3375808;Rua Kira, 202;-19.86297849;-44.15994323;315B
3375809;Rua Pyra, 177;-19.86518830;-44.15887514;315B
3375810;Rua Pira, 167;-19.86552756;-44.15754071;315B
3375811;Avenida Saiassu, 549;-19.86458066;-44.15658016;315B
3375812;Rua Eira, 304;-19.86461647;-44.15519078;315B
3375813;Rua Cumanda, 160;-19.86283375;-44.15579503;315B
3375814;Rua Guairac , 643;-19.86247971;-44.15403989;315B
3375815;Rua Curussa, 111;-19.86050382;-44.15287894;315B
3375816;Avenida Sycaba, 1299;-19.85963274;-44.15356634;315B
3375817;Avenida Sycaba, 1299;-19.85969260;-44.15349127;315B
3375819;Rua Pirapanema, 463;-19.85956049;-44.15441188;315B
3375820;Avenida Sycaba, 1270;-19.85822807;-44.15190013;315B
3375821;Avenida Sycaba, 25;-19.85776244;-44.15013333;315B
3375823;Rua Tuibae, 394;-19.85512453;-44.15491199;315B
3375824;Rua Tuibae, 385;-19.85519739;-44.15481678;315B
3375825;Rua Atijara, 74;-19.85609572;-44.15568866;315B
3375826;Rua Curussa, 625;-19.85778664;-44.15557472;315B
3375827;Rua Curussa, 617;-19.85777313;-44.15546845;315B
3375829;Rua Moressy, 162;-19.85873837;-44.15679262;315B
3375831;Avenida Adutora Varzea Das Flores, 2256;-19.92367056;-44.16602506;210B
3375833;Rua Capelinha, 5;-19.92147709;-44.17225664;210B
3375834;Rua RiachÆo, 82;-19.92595040;-44.17394809;131
3375835;Rua Pantanal, 57;-19.92529201;-44.17556397;
3375836;Rua Joaquim Bonif cio, 689;-19.94826191;-44.16060522;54B
3375837;Rua Joaquim Bonif cio, 464;-19.94974102;-44.16171181;54B
3375838;Rua Joaquim Bonif cio, 80;-19.94994131;-44.16194859;54B
3375839;Rua Joaquim Bonif cio, 299;-19.95101504;-44.16266427;54B
3375840;Rua Joaquim Bonif cio, 284;-19.95112893;-44.16285025;54B
3375841;Rua Dom Afonso Henrique, 446;-19.95202579;-44.16106166;54B,70
3375842;Rua Dom Afonso Henrique, 422;-19.95216541;-44.16107383;54B,70
3375843;Rua Dom Afonso Henrique, 651;-19.95040914;-44.15983720;54B
3375844;Rua Dom Afonso Henrique, 651;-19.95039797;-44.15975349;54B
3375846;Rua Curiati, 165;-19.95313334;-44.15230961;131,313,PE67
3375848;Av. Adutora V rzea das Flores;-19.95043798;-44.15158350;450,PE67
3375850;Rua A‡ucena, 67;-19.93511456;-44.15519287;313
3375851;Rua A‡ucena, 192;-19.93513743;-44.15529238;313
3375852;Rua A‡ucena, 330;-19.93632965;-44.15599991;313
3375853;Rua A‡ucena, 384;-19.93682471;-44.15641913;313
3375854;Rua A‡ucena, 484;-19.93747002;-44.15670240;313
3375855;Rua A‡ucena, 441;-19.93754407;-44.15686883;313
3375856;Rua A‡ucena, 751;-19.93958927;-44.15809747;313,415
3375857;Rua Beirute, 1300b;-19.93971720;-44.15676023;415
3375858;Rua A‡ucena, 754;-19.93963994;-44.15821579;415
3375859;Rua Beirute, 224;-19.93964064;-44.15625038;415
3375861;Rua Hortˆncia, 153;-19.94156118;-44.15931875;313,415
3375864;Rua Crista-de-Galo, 371;-19.93329078;-44.16567262;314A,314B
3375865;Rua Flor-de-Papagaio, 25;-19.93366765;-44.16613123;314A,314B
3375866;Rua Flor-de-Papagaio, 116a;-19.93406848;-44.16712427;314A,314B
3375867;Rua Flor-de-Papagaio, 266;-19.93448019;-44.16783789;314A,314B
3375869;Avenida das Orquid‚as, 445;-19.93586954;-44.16734474;314A,314B
3375870;Rua Escovinha, 145;-19.93596304;-44.16735157;314A,314B
3375871;Avenida das Orquid‚as, 720;-19.93756035;-44.16539035;314A,314B
3375872;Rua Borboletas, 17;-19.93755131;-44.16531331;314A,314B
3375873;Avenida Arthur Trindade, 545;-19.93921544;-44.16400562;415
3375874;Avenida Arthur Trindade, 470a;-19.93932896;-44.16435883;314A,314B,415
3375875;Avenida Coletora Artur Trindade, 340;-19.93933352;-44.16586838;314A,314B,415
3375881;Rua Ciprestes, 625;-19.94455409;-44.16878391;314A,314B,70
3375882;Rua Crav¡nas, 689;-19.94547204;-44.17006274;830B
3375884;Rua Cam‚lia, 772;-19.94633746;-44.16821870;314A,314B,70
3375885;Rua dos Cravos, 498;-19.94506502;-44.16789106;314A,314B,70,830B
3375886;Rua Crav¡nas, 689;-19.94551286;-44.16997512;830A
3375888;Rua SÆo Salvador, 25a;-19.94557388;-44.17280551;450,830B
3375889;Rua SÆo Salvador, 25a;-19.94565012;-44.17280665;450,830A
3375890;Rua Cam‚lia, 784;-19.94640272;-44.16830959;314A,314B,70
3375891;Rua Cam‚lia, 179;-19.94741207;-44.16882791;314A,314B,70
3375892;Rua Margarida, 170;-19.94761444;-44.16777264;450
3375893;Rua Margarida, 165;-19.94771903;-44.16768370;450
3375896;Rua Ang‚lica, 430;-19.94662000;-44.16548546;450
3375897;Rua Joana Escolastica Rosa, 545;-19.94687975;-44.16551602;450
3375898;Rua Joana Escolastica Rosa, 188;-19.94484052;-44.16461179;450
3375899;Rua Ang‚lica, 201;-19.94480797;-44.16450413;450
3375900;Avenida Juiz Marco T£lio Isaac, 163;-19.94345463;-44.16308679;414,53
3375905;Rua Florian¢polis, 160;-19.94351697;-44.17820868;830A
3375906;Rua Florian¢polis, 177;-19.94344599;-44.17821757;830B
3375910;Rua SÆo Salvador, 159B;-19.94626903;-44.17472246;450,830A
3375912;Rua SÆo Salvador, 803;-19.94708856;-44.17640194;450
3375914;Avenida Belo Horizonte, 1500;-19.94736057;-44.17808864;315A,315B,450,70
3375922;Rua Tiradentes, 300a;-19.95436226;-44.17734699;314A,314B,830B
3375923;Rua Tiradentes, 215;-19.95537189;-44.17670697;314A,314B,830B
3375924;Avenida Amazonas, 1607;-19.97040496;-44.20761608;131,180A,180B,210B,314B,315A,315B,830B,830C
3375925;Avenida Solimäes, 232;-19.97158173;-44.20480667;314A,314B
3375926;Avenida Edmeia Mattos Lazzarotti, 5000;-19.96843679;-44.21073807;131,180A,180B,191,210B,830A,910A
3375929;Rua SÆo Francisco, 118;-19.97155417;-44.21236840;314A,314B,34
3375931;Rua Rio Doce, 2;-19.97281108;-44.21385982;314A,314B
3375932;Rua Paracatu, 155;-19.97438160;-44.21359145;314A,314B
3375933;Rua Jequita¡, 250;-19.97471150;-44.21227053;314A,314B,34
3375934;Rua Jequita¡, 17;-19.97459588;-44.21100471;314A,314B,34
3375935;Rua Tapaj¢s, 1065;-19.97376473;-44.21026873;314A,314B,34
3375936;Avenida Solimäes, 467;-19.97313948;-44.20465842;314A,314B
3375938;Rua Ant“nio Alves de Oliveira, 373;-19.96913593;-44.20484604;191,20,260A,260B,261,314A,314B,40,410,411,412,414,415,450,450B,50,53,54A,54B,830A,90A,910A,910B,920
3375939;Avenida Amazonas, 1086;-19.96822496;-44.20148353;131,160A,160B,180A,180B,210A,210B,260A,261,270,314A,314B,315A,315B,410,412,414,415,60,61,710A,710B,710C,830A,830B,830C,90A
3375941;Rua Rio de Janeiro, 420;-19.96818387;-44.19989921;160A,160B,180A,180B,210B,260A,260B,261,30,313,314A,314B,315A,315B,34,40,410,411,412,414,415,450,450B,50,53,54A,54B,60,61,70,710A,710B,710C,830A,830B,830C,90A,90B,910A,910B,920
3375943;Avenida Governador Valadares, 43;-19.96733842;-44.20132766;20,30,34,40,50,53,54A,54B,60,61,70,830C,90A,90B,910B
3375944;Rua Doutor Ant“nio Gravata, 125;-19.96678879;-44.20349301;20,30,34,40,50,53,54A,54B,60,61,70,830C,90A,90B,910B
3375945;Rua Amin Fares Debian, 167;-19.96782363;-44.20326572;131,160A,160B,180A,180B,191,20,210A,210B,260A,260B,261,270,30,313,315B,34,40,411,415,450,450B,50,53,54A,54B,60,61,70,710A,710B,710C,90A,90B,910A,910B,920
3375946;Avenida Amazonas, 446;-19.96538541;-44.19696044;160A,160B,191,210A,260A,260B,261,313,314A,314B,315A,315B,410,411,412,414,450,450B,710A,710B,830A,830B,830C,910A,910B,920
3375947;Avenida Bandeirantes, 210;-19.96410503;-44.19066508;20,210A,30,313,314A,314B,315A,315B,412,415,53,54A,54B,70,830A,830B,830C,90B
3375949;Rua Inconfidˆncia, 357;-19.96686413;-44.19661180;20,210A,260A,260B,261,30,313,314A,314B,315A,315B,34,40,410,411,412,414,415,450,450B,50,53,54A,54B,60,61,70,710A,710B,830A,830B,830C,90A,90B,910A,910B,920
3375950;Rua C“nego Domingos Martins, 236;-19.97402288;-44.19626924;270,34
3375951;Avenida Juscelino Kubitschek, 1065;-19.97517814;-44.19475123;30,70,90A,90B,910A,910B,920
3375952;Avenida D, 324;-19.96618131;-44.09771745;160A
3375953;Avenida do Contorno, 352;-19.96895192;-44.09892358;160A
3375954;Avenida do Contorno, 352;-19.96879423;-44.09878069;160B
3375955;Rua Dois, 240;-19.97180416;-44.09947732;160B
3375956;Rua Dois, 223;-19.97194669;-44.09953293;160A
3375957;Estrada Contorno Da Petrobras, 1400;-19.97477792;-44.10098761;160B
3375958;Avenida do Contorno, 772;-19.98136575;-44.10341959;160A
3375959;Avenida do Contorno, 772;-19.98121792;-44.10337597;160B
3375960;Rua Adutora Petrobr s, 2339;-19.98643558;-44.10093716;160B
3375961;Avenida do Contorno, 1;-19.98655012;-44.10090525;160A
3375962;Rua Adutora Petrobr s, 23;-19.98791172;-44.10216462;160B
3375963;Avenida Sebastiao Dayrrel De Lima, 121;-19.97443740;-44.20079451;30,90B
3375965;Avenida SebastiÆo Dayrell de Lima, 372;-19.97694475;-44.20027161;270,30,70,90A,90B,910A,910B,920
3375966;Rua JoÆo de Melo Matos, 90;-19.97504071;-44.19879453;270,7
3375967;Rua JoÆo de Melo Matos, 100;-19.97516739;-44.19900261;270
3375968;Rua Rio Negro, 31;-19.97111104;-44.20402961;131,180A,180B,191,20,210B,260A,260B,261,314A,314B,315A,315B,34,40,410,411,412,414,415,450,450B,50,53,54A,54B,70,830A,830B,830C,90A,910A,910B,920
3375969;Rodovia FernÆo Dias, 140;-19.97541425;-44.19366816;191,90A,910A,910B,920
3375970;Avenida Amazonas, 1206;-19.96891280;-44.20225981;131,160A,160B,180A,180B,210A,210B,260A,261,270,313,314A,314B,315A,315B,410,412,414,415,710A,710B,710C,830A,830B,830C,90A
3375971;Rua C“nego Domingos Martins, 54;-19.97317225;-44.19458154;34
3375972;Rua Horizonte Belo, 455;-19.96983502;-44.18755408;210A
3375973;Rua Am‚rico da Costa Lage, 13;-19.97470957;-44.18654116;160A,160B,260A,260B,261,40,410,411,414,450,450B,50,61,710C
3375975;Rua Viriato Borges J£nior, 2765;-19.95459967;-44.19612512;131,160A,160B,210A,210B,30,313,315B,34,40,415,450,50,53,54A,54B,60,61,830C,90A,910A,920
3375976;Avenida Sao Francisco, 2;-19.97067719;-44.21217415;131,180A,180B,191,210B,314B,315A,315B,830A,830B,830C,910A
3375978;Rua Paracatu, 155;-19.97435420;-44.21350531;314A,314B
3375979;Rua Tapaj¢s, 905;-19.97383051;-44.20887549;314A,314B,34
3375981;Rua Nalzira Ribeiro Batista, 80;-19.97325750;-44.18751507;210A
3375982;Rua Doutor Eduardo Lopes Filho, 120;-19.96968244;-44.19168189;160A,160B,260A,260B,261,40,410,411,414,450,450B,50,60,61,710A,710B,90A,90B,910A,910B,920
3375983;Avenida Padre Os¢rio Braga, 548;-19.97556975;-44.19007547;60,710A,710B
3375984;Avenida Gabriel De Rezende Passos, 125;-19.96598813;-44.20592989;260B,34,710A
3375985;Rua Esp¡rito Santo, 655;-19.96667541;-44.21120616;260B
3375986;Avenida Marginal, 1201;-19.95922300;-44.19036808;415,710C,90B
3375988;Avenida Juiz Marco T£lio Isaac, 131;-19.95898121;-44.17546294;414,53
3375990;Avenida Juiz Marco T£lio Isaac, 280;-19.94934094;-44.13679846;414,54A,54B
3375992;Rua Tres, 141;-19.94504384;-44.10923368;53
3375993;Rua Jos‚ L£cio Duarte, 118;-19.94497705;-44.10876700;53
3375994;Rua Jos‚ L£cio Duarte, 389;-19.94336646;-44.10740697;53
3375995;Rua Jos‚ L£cio Duarte, 431;-19.94284870;-44.10754184;53
3375998;Avenida Coronel Juventino Dias, 335;-19.97624088;-44.18657675;710A,710B
3376000;Rua da Fran‡a, 200;-19.97758116;-44.18757747;60,710A,710B
3376001;Rua da Fran‡a, 204;-19.97765261;-44.18762498;710A,710B
3376002;Rua da Su¡‡a, 589;-19.97814312;-44.18709496;710A,710B
3376005;Rua da Dinamarca, 154;-19.97892941;-44.18781513;60,710A,710B
3376006;Avenida Amazonas, 2590;-19.96834773;-44.21412778;180A,180B,315B,830A,830B,830C
3376007;Avenida Amazonas, 2485;-19.96854807;-44.21412091;180A,180B,315A,315B,830A,830B,830C
3376008;Avenida Amazonas, 2817;-19.96593353;-44.21705527;180A,180B,315A,315B,830A,830B,830C
3376009;MG-050, 2879;-19.96630108;-44.21681900;180A,180B,315A,315B,830A,830B,830C
3376010;Rua SÆo Salvador, 7;-19.95411211;-44.22445555;315A
3376011;Avenida Amazonas, 9479;-19.95160108;-44.22710684;180A,180B,315A,315B,830A,830B,830C
3376012;MG-050, 4820;-19.95265920;-44.22675165;180A,180B,315A,315B,830A,830B,830C
3376013;Avenida Amazonas, 5550;-19.94639603;-44.23337469;180A,180B,315B,830A,830B,830C
3376014;Avenida Menezes Ferreira, 201;-19.95338116;-44.22865504;315A
3376015;Avenida Menezes Ferreira, 201;-19.95330687;-44.22870004;315A
3376016;Rua Minerva, 155;-19.95379602;-44.22984672;315A
3376017;Rodovia Mg 050 Chacara 1 2, 608;-19.94083312;-44.24933888;180A,180B,830A,830B,830C
3376018;Rua Quinta Dos Godois, 18;-19.93832701;-44.24341553;180A,180B
3376019;Rua Quinta Dos Godois, 87;-19.93659625;-44.24209936;180A,180B
3376020;Rua Jose Francisco Pereira, 60;-19.93338500;-44.23284100;315B
3376021;Rodovia Mg 050 Chacara 1 2, 634;-19.94314905;-44.27359051;180B
3376022;Avenida Amazonas, 590;-19.94320530;-44.27278450;180B
3376023;Rodovia Mg 050 Chacara 1 2, 214;-19.94557153;-44.27881345;180B
3376024;Avenida Amazonas, 243;-19.94578311;-44.27880840;180B
3376025;Avenida Fausto Ribeiro da Silva, 36;-19.99529418;-44.18120982;270,7
3376026;Rua Horizonte Belo, 271;-19.96927651;-44.18905322;210A
3376028;Rodovia FernÆo Dias, 2430;-19.97141120;-44.18281155;160A,160B,260A,260B,261,40,410,411,414,450,450B,50,61,710C
3376030;Rodovia FernÆo Dias, 144;-19.96841901;-44.18037700;160A,160B,260A,260B,261,40,410,411,414,450,450B,50,61,710C
3376031;Avenida Bandeirantes, 1025;-19.96553885;-44.18372359;160A,160B,20,260A,260B,261,313,40,410,411,412,450,450B,50,54A,54B,61,710C,830C,90B
3376034;Rua Humberto Campos, 136;-19.96226963;-44.18454447;830A
3376035;Avenida da Praia, 185;-19.95966992;-44.17435761;54B
3376036;Rua de Gemini, 29;-19.97968475;-44.19889108;270,7
3376038;Rua Terezinha de Jesus Ribeiro, 40;-19.98150700;-44.20204369;270,3
3376039;Rodovia Br 381 Fernao Dias, 315;-19.98067129;-44.20118702;270,30,90A,90B,910A,910B,920
3376040;Rua de H‚rcules, 9;-19.98157737;-44.19888237;270,7
3376041;Rua de S¡rius, 267;-19.98288637;-44.19822016;270,7
3376042;Rua de Aldebaram, 149;-19.98431121;-44.19873546;270
3376043;Rua de S¡rius, 595;-19.98542527;-44.19560544;270,30,70
3376044;Avenida Fausto Ribeiro da Silva, 50;-19.98560958;-44.18718200;270,7
3376047;Rua Am‚rico da Costa Lage, 72;-19.97504311;-44.18578576;710A,710B
3376048;Rua Luzia Cƒndida de Jesus, 185;-19.97492298;-44.18396294;710A,710B
3376050;Avenida do Brasil, 1307;-19.99681778;-44.18103713;270,7
3376051;Avenida Bandeirantes, 20;-19.99996422;-44.17948407;270,7
3376054;Alameda do Cedro, 286;-20.00173024;-44.17293649;270,7
3376055;Avenida Bandeirantes, 720;-20.00313940;-44.17151839;270,7
3376056;Avenida Geraldo Campos, 349;-20.00409025;-44.17253923;70
3376057;Avenida Geraldo Campos, 510;-20.00505767;-44.17230032;70
3376058;Rua Neide A. Ara£jo, 101;-20.00520663;-44.17248029;270
3376059;Rua Neide A. Ara£jo, 239;-20.00576160;-44.17472284;270
3376060;Rua Nove, 216;-20.00672202;-44.17407647;270
3376061;Rua Nove, 52;-20.00633933;-44.17246504;270
3376062;Avenida Geraldo Campos, 557;-20.00707200;-44.17181054;270
3376063;Rua Quinze, 20;-20.00900000;-44.17127617;270
3376064;Rua Quinze, 11;-20.00871792;-44.16914200;270
3376066;Rua Quinze, 255;-20.00815112;-44.16680940;270
3376075;Rua SÆo Marcos, 182;-20.00042430;-44.16493520;270
3376076;Rua Santa Luzia, 123;-19.99952337;-44.16555631;270
